[02.12.07 15:22] q :  Albo duński dynamit :) . 
[20.09.07, 13:39] kszana :  No właśnie w tym problem, bo miał ktoś jakiś zbiórczy złozyć i jakoś nie wiadomo kto :P 
[20.09.07, 13:35] Minoslaf :  nie mam pojęcia ale chyba musisz wniosek o przedluzenie sesji wypełnić... 
[20.09.07, 13:28] kszana :  Czyli pewnie nie wiesz, co z przedłużaniem sesji dla piszących? 
[20.09.07, 13:24] Minoslaf :  nie, jakimś cudem mam 3 , problem w tym że nie mogę dostać sysły po wpis. 
[20.09.07, 13:12] kszana :  Minoslaf, piszesz II poprawkę z MD? 
[20.09.07, 13:06] msz :  można 
[20.09.07, 13:06] Minoslaf :  dzięki , a można wypełnić druczek o przedluzenie sesji na miejscu w dziekanacie? 
[20.09.07, 12:59] mctl :  ok dzieki :] 
[20.09.07, 12:58] dsk :  Zdaje się, że w godz. 11-14. 
[20.09.07, 12:56] Minoslaf :  do której jutro jest dziekanat czynny? 
[20.09.07, 12:46] yanoo :  a i tak będą panikować ;] 
[20.09.07, 12:30] kshaczek :  Nie no, ja przyjade najwczesniej 25 wrzesnia... ale z tego co pamietam nigdy nie robili u nas z tego powodu cyrkow... 
[20.09.07, 11:41] Siledhel :  mctl: do 10 października możesz bez problemu. 
[20.09.07, 11:16] roolin :  chyba czas najwyższy zacząć załatwiać sobie dziekanki/powtarzania semestru/warunki, bo czas leci nieubłaganie ;) 
[20.09.07, 11:09] kshaczek :  Jutro ?! WTF ? Ano... ;p 
[20.09.07, 10:55] mctl :  a tak w ogóle to do kiedy można sobie przedłużyć sesję? 5 albo 10 października to w miare realne terminy? :> 
[20.09.07, 10:40] dsk :  "Student zobowiązany jest do złożenia w dziekanacie indeksu i karty okresowych osiągnięć w terminie trzech dni roboczych od zakończenia sesji poprawkowej." A sesja się kończy jutro. 
[20.09.07, 10:10] Asgaroth :  czy jest ktos w stanie zdygytalyzowac tegoroczna poprawke z JFiZO? 
[20.09.07, 9:28] sahar :  mam nadzieje ze jak zaniose indeks w poniedzialek to się nie spoznie z oddaniem? 
[19.09.07, 23:28] MasterOfDisaster :  010000000000000000000000000 i 01111111111111111111111111 
[19.09.07, 23:10] mona :  dla jakich wzorcow funkcja pi przyjmuje maksymalne wartosci odpowiednio 0 i 1 
[19.09.07, 23:05] lispozord :  Które to było zadanie 2 na poprawce z AiSD? 
[19.09.07, 21:49] msz :  a w DES po prostu polutowali druciki w taki sposob, że nie wiadomo dokładnie dlaczego, ale działa :D 
[19.09.07, 21:47] pushq :  ci którzy chodzili na kryptografię dowiedzieli się też, dlaczego rsa jest przereklamowane :) 
[19.09.07, 21:40] kshaczek :  chodzilem, dlatego pisze ze 'jakastam wieksza' ochrona :] bo to tylko kilkoro ludzi podglada ktorzy sa daleko odemnie i nie wiedza nawet co to jest ten ciag znakow 
[19.09.07, 21:39] kszana :  albo dwie i rsa ;) 
[19.09.07, 21:36] msz :  zeszły semestr mnie nauczył, że jak chce mieć chociaż namiastke bezpieczeństwa to trzeba zacząć od znalezienia odpowiednio dużej liczby pierwszej w odpowiedniej postaci :D 
[19.09.07, 21:34] msz :  *kshaczek* to ty chyba na sieci do Hauzera nie chodziłeś:D 
[19.09.07, 21:33] msz :  kurde, ludzi na forum jakby jutro cwiczenia z logiki byly 
[19.09.07, 21:32] kshaczek :  ja juz dawno wszystkim mowie zeby hasla mi przez sms wysylali, to jakastam wieksza ochrona...... 
[19.09.07, 21:31] msz :  bardzo możliwe, MoDa kiedys nagrali na tle II i podpisali, że studentem PWr jest :) 
[19.09.07, 21:30] revo :  rraptorr - już mi to wisi, bo się zwolniłem :P 
[19.09.07, 21:29] lk0001 :  Ludzie myślą, że nasza-klasa.pl została stworzona przez studentów PWr, bo kiedyś w TV (nie pamiętam już w jakiej) tak powiedzieli... 
[19.09.07, 21:28] rraptorr :  *revo*: najwyższa pora zmienić politykę bezpieczeństwa w firmie 
[19.09.07, 21:26] revo :  moje są tylko dwa wpisy... Paczesiowa - ja prowadziłem przez gg rozmowy z szefem, czasami hasła ftp/svn dostawałem... 
[19.09.07, 21:25] rraptorr :  nie ustawili odpowiedniego kodowania w bazie, poza tym trzymają adresy IP jako tekst i wydawało im się, że MAC routera to MAC serwera gg 
[19.09.07, 21:21] PM :  {tu jakiś cytat o głupocie z wikiquotes} 
[19.09.07, 21:21] PM :  Hehe, moja szkoła, ale coś zdupczyli kodowanie. Zapraszam na sesję poprawkową. 
[19.09.07, 21:13] kshaczek :  wlasnie o tym mowie w rozmowie, programu mu gratuluje, ale oczekuje jakieogs IQ ze tego się nie udostepnia szerszej publice. 
[19.09.07, 21:12] rraptorr :  *kshaczek*: sam program to nic takiego, snifferów gg już trochę istnieje, z kolei upublicznianie wyników działania takiego sniffera prosi się o wpierdol 
[19.09.07, 20:29] adi :  najdziwniejsze jest to ze mimo wad uzywa ich wiekszosc ludzi... dziwny jest ten swiat 
[19.09.07, 20:28] adi :  tak samo jest z IE, TP itp 
[19.09.07, 20:27] adi :  wydaje im się ze jak mają już duzy udział w rynku to nic nie muszą robic 
[19.09.07, 20:25] msz :  dokładnie, największy polski komunikator, prawie 10 lat ma, na giełde wleźli a o szyfrowaniu nie słyszeli 
[19.09.07, 20:20] cepe :  to nie wstyd tylko bulwersacja zaistaniałą sytuacją ... :) 
[19.09.07, 20:05] Paczesiowa :  zreszta wyluzujcie... naprawde się tak wstydzicie wlasnych rozmow? 
[19.09.07, 20:04] Paczesiowa :  a pawel metelski się cieszy. 
[19.09.07, 20:03] cepe :  4 strony moich rozmów kurwa jest tam 
[19.09.07, 19:58] msz :  swoją drogą ciekawe dlaczego część pakietów po sieci idzie nie tędy co powinna 
[19.09.07, 19:51] kshaczek :  kto k* napisal ten program? koles się prosi o solidny wpierdol jak to bedzie dzialac w pazdzierniku. nie wspominajac ze jak mieszka w akademiku niech zacznie szukac mieszkania 
[19.09.07, 19:20] dsk :  Już wrzuciłem. 
[19.09.07, 19:14] cepe :  nie wiem czy wszyscy widzieli: [link] <http://www.ggfr.yoyo.pl/> 
[19.09.07, 18:53] dsk :  Ja spisałem i wrzucę w odpowiednim temacie. 
[19.09.07, 18:28] MasterOfDisaster :  :/ czy ktoś pamięta które zadanie było które na teście? 
[19.09.07, 18:15] dsk :  Są wyniki poprawki z AiSD. 
[19.09.07, 16:49] Erotyczny :  [link] <http://www.gazetawyborcza.pl/1,76842,4500441.html> chcieliście to macie uczciwe państwo 
[19.09.07, 15:06] Erotyczny :  Pisze tu coś żeby się w końcu coś zmieniło \ 
[19.09.07, 12:39] msz :  niestety wszystkim się wydaje, ze informatyka we Wrocławiu tylko na PWr jest 
[19.09.07, 12:38] yanoo :  lol 
[19.09.07, 12:23] kshaczek :  no tak, ale to do nich nie docieralo ;p, argument byl taki ze pewnie jeden student z ii-uwr tam pracuje i juz wielki ich projekt 
[19.09.07, 12:06] yanoo :  nawet na głównej ii jest link do n-k jako projektu stworzonego przez studentów ii :> 
[19.09.07, 11:47] msz :  jedyne wzmianki na stronach PWr o nim to jak dokopywał im w jakiś konkursach:D 
[19.09.07, 11:44] msz :  w tym artykule jest napisane, że chce skończyć studia na UWr więc w razie czego możesz linka podsyłac:) 
[19.09.07, 11:41] kshaczek :  czy Maciek P. jest tez studentem PWR? Na obozie ciagle ludzie gadali ze n-k.pl stworzyli studenci polibudy, oczywiscie wywolujac tym swieta wojne ze mna ;> 
[19.09.07, 11:39] yanoo :  zawsze jeszcze możesz zrobić cmentarz dla zwierząt online :) 
[19.09.07, 11:21] msz :  niestety przez moje wrodzone lenistwo ktoś mnie ubiegł i zrobił przede mną cmentarz online 
[19.09.07, 11:13] yanoo :  msz, to ty mówiłeś, że będziesz obrzydliwie bogaty :] 
[19.09.07, 11:06] msz :  *@* i w tym momencie stał się bogaczem, oligarchem i trzeba będzie z nim walczyć bo sprawiedliwość polega na tym, że wszyscy mają tak samo (mało) :) 
[19.09.07, 10:51] roolin :  odnośnie imprezy, to przecież nie napisałem, że się zaczyna o 20. Tylko, że się zobaczymy o 20. Poza tym jak by ktoś był o 22 to też by było fajnie, bo bawiliśmy się do 6 :) 
[19.09.07, 10:09] @ :  :)gratulacje: [link] <http://manager.money.pl/ludzie/portrety/artykul/wroclawski;student;milionerem,13,0,266253.html>  
[19.09.07, 1:25] q :  Mniej-więcej w połowie drogi z 15 sierpnia do 11 listopada... 
[19.09.07, 1:13] kshaczek :  az stamtad? a gdzie jset ulica 29 wrzesnia ? 
[19.09.07, 0:56] ponton :  ta... jakoś w to nie wierzę 
[19.09.07, 0:47] q :  Tramwaje pod ii od 29 września - brzmi fajnie :) . 
[19.09.07, 0:05] Asgaroth :  o lol: "dlatego doszczelniamy tunnel, *wszczykując* w ściany specjalny żel." [link] <http://miasta.gazeta.pl/wroclaw/1,35751,4500446.html?skad=rss> 
[18.09.07, 23:12] MasterOfDisaster :  lepiej tylko pod prysznicem niż tylko pod pachami :> 
[18.09.07, 22:50] Paczesiowa :  to co wy się tylko myjecie pod prysznicem? 
[18.09.07, 22:49] kshaczek :  potwierdzam,.bylem, czekalem. Zawsze bylo pytanie "czy to Monika akurat weszla przedemna do lazienki?" 
[18.09.07, 22:41] mkasz :  mi to zajmuje 15 minut: minutę prysznic, 14 minut mycie głowy + fryzura ;) 
[18.09.07, 22:31] mona :  LOL 15 minut na prysznic - powiedz to osobom, z którymi byłam w tym roku na wakacjach :] 
[18.09.07, 22:21] mkasz :  mona: z oławy się jedzie pociągiem koło 30minut więc miałaś jeszcze 15 minut na posiłek i 15 na prysznic ;) 
[18.09.07, 22:20] kshaczek :  Trzeba zrobic jakies Aktualnosc -- Imprezy, ale to ze bedzie picie po jfizo to mozna bylo się domyslic... :/ 
[18.09.07, 22:19] mona :  uwielbiam dowiadywać się o imprezach godzinę przed ich rozpoczęciem :/ 
[18.09.07, 17:47] roolin :  Picie odbywa się w FugaMundi, do zobaczenia o 20 
[18.09.07, 17:25] Revontuli :  No, właśnie. Czy ktoś wie, kiedy picie? ;p 
[18.09.07, 16:27] q :  2 X :p 
[18.09.07, 16:24] roolin :  ważniejsze pytanie to czy ktoś wie kiedy picie? 
[18.09.07, 16:18] MasterOfDisaster :  czy ktoś wie, kiedy wyniki? 
[18.09.07, 15:25] MasterOfDisaster :  ej! jakie znowu nawet! 
[18.09.07, 15:15] q :  ale to nawet MoD dobrze zrobił :p 
[18.09.07, 14:51] sahar :  albo nudne i nieciekawe :wiosna 
[18.09.07, 14:40] kshaczek :  wg Ciebie zawsze zadania sa proste ;p 
[18.09.07, 13:57] q :  Akurat zadanie z tą relacją było proste, wystarczyło zrozumieć definicję :) 
[18.09.07, 12:38] yanoo :  staaaaaaaaaaaaaaaaareeeeeeeeeeeee :P 
[18.09.07, 12:29] maver :  lmao, Lechu doczekał się łidżetów: [link] <http://www.kde-look.org/content/show.php?content=54192> i [link] <http://www.apple.com/downloads/dashboard/justforfun/lechkaczynskicountdown.html>  
[18.09.07, 11:51] sahar :  a dzien urlopu zawsze się przydaje 
[18.09.07, 11:50] sahar :  prawda imić kshaczek...ale podobno byla jakas relacja spinajaca wiec nie wiele stracilem behehehehehe 
[18.09.07, 11:32] kshaczek :  psze pani, a sahar olal jfizo! 
[18.09.07, 10:56] sahar :  [link] <http://img254.imageshack.us/img254/4115/karrambami5.jpg> - bezcenne 
[18.09.07, 10:55] desp :  :D 
[18.09.07, 9:07] sahar :  a to pech :wiosna 
[18.09.07, 9:06] Nimrodel :  ?? egzamin z jfizo chyba już trwa, a kończy się wieczorem (18:30?) 
[18.09.07, 8:39] sahar :  Nie wiecie kiedy jest egzamin z jfizo? 
[18.09.07, 8:34] yanoo :  wow, mozilla informuje, że... Opera 9.5 wprowadza wsparcie dla animowanych PNG [link] <http://mozillalinks.org/wp/2007/09/opera-adds-animated-png-support/> :o "Let's hope Internet Explorer and Safari jump aboard soon for a better, prettier web." :D 
[18.09.07, 7:53] Mr_C :  czyżby [link] <http://www.bangkokbob.net/images/strange_images/black_man_block.jpg> ? 
[18.09.07, 7:42] msz :  co najmniej znaku Czarnego Pana 
[18.09.07, 7:37] Mr_C :  a czego oczekujesz? 
[18.09.07, 7:11] msz :  na niecale 2 godziny przed egzaminem z JFiZO II wygląda bardzo spokojnie ... zbyt spokojnie 
[18.09.07, 3:59] Paczesiowa :  huh, bedzie się dzialo... 
[18.09.07, 2:30] Paczesiowa :  pb 
[18.09.07, 1:00] Vitarion :  Dobrze jest się wyspać wcześniej niż na noc przed egzaminem, bo ta ostatnia jest zwykle niepewna. [Anyway, let the force be with you :) ] 
[18.09.07, 0:10] kshaczek :  ja mysle ze Babcia nigdy nie pisala 9h egzaminu :) wiec radze się wyspac i powodzenia ! 
[18.09.07, 0:06] ryba :  Grzesiu pamietaj, że umysł najlepiej pracuje po 6-7h snu. Idziesz spać o 1.30 wstajesz o 8 i będzie dobrze. (Babcia mi tak mowiła) :D 
[17.09.07, 23:58] q :  powodzenia :) 
[17.09.07, 23:55] ryba :  Ja wlasnie robie kolacje i do spania :p 
[17.09.07, 23:41] MasterOfDisaster :  AAAAAAAAAAAAAaaaaaaaaaaaaaaaaaaa JFiZO za 9 goddzin a ja spać nie mogę ! ! ! ! 
[17.09.07, 15:41] cepe :  wyniki z programowania (lic): [link] <http://www.ii.uni.wroc.pl/~prych/proglic/poprawka.html> 
[17.09.07, 13:20] MasterOfDisaster :  [link] <http://wiadomosci.onet.pl/1606782,69,item.html> żart sytuacyjny 
[17.09.07, 12:19] sahar :  :D 
[17.09.07, 12:11] dsk :  patch :> 
[17.09.07, 12:02] gogo :  ostatni patch dziś o 15:22 
[17.09.07, 11:52] sahar :  wersja z pathem czy bez? 
[17.09.07, 11:49] gogo :  nowy plan zajęć 
[17.09.07, 10:02] Mr_C :  UE:Microsoft 1:0 [link] <http://wiadomosci.gazeta.pl/Wiadomosci/1,80354,4494602.html> 
[17.09.07, 9:52] sahar :  na jakiekolwiek zwiazki na odleglosc 
[17.09.07, 9:52] sahar :  alez oczywiscie ze wychwycilem....i nawet wiem ze UK to zle miejsce..... 
[17.09.07, 9:48] q :  Widać nie wychwiciłeś aluzji w wypowiedzi Eto z 0:01 :> . Wrr głupie zmiany w planie. 
[17.09.07, 9:45] sahar :  kuzynka roolina podobna jest do dziewczyny z ktora kiedys byl Ero. O ile to nie ona :-) 
[16.09.07, 23:41] kshaczek :  ale numer. a ja myslalem ze z tym synkiem to sciema... :> 
[16.09.07, 23:34] mkasz :  kshaczek: no to mi ładnie dogadałeś :> faktycznie studentki już dawno zostały mi wybite z głowy, z ciekawości pytałem, bo dużo zdjęć im poświęcacie, więc muszą być ważne dla was ;) 
[16.09.07, 23:01] Erotyczny :  *mkasz* : Pierwsza to Agatka, studentka polonistyki, a druga to kinga, dawniej "czyjaś dziewczyna". Obecnie przejęta przez jednego słowaka. Agatka chyba pozostaje w związku z Martą 
[16.09.07, 21:18] kshaczek :  mkasz: masz maloletniego synka ;> i jeszcze studentki Ci w glowie? :D 
[16.09.07, 18:05] MajK :  *revo*, Twoja pamięć w tym przypadku nie była zawodna... 
[16.09.07, 17:50] revo :  afair (a moja pamięc bywa zawodna) 1) współlokatorka Marty 2) kuzynka roolina 
[16.09.07, 17:42] mkasz :  w sumie bycie studentką informatyki i czyjąś dziewczyną się nie wyklucza:P Miałem na myśli, że osoby towarzyszące, ale osobiście nie związane z ii ;) 
[16.09.07, 17:39] mkasz :  To są studentki informatyki czy czyjeś dziewczyny? :) Często się pojawiają na zdjęciach z imprez, ale jakoś ich nie kojarzę z instytutu :) [link] <http://ii.yebood.com/rozne/2006-11+12-mieszane/54.jpg> [link] <http://ii.yebood.com/rozne/2006-11+12-mieszane/113.jpg> 
[16.09.07, 14:13] chmieloman :  po wczorajszej nocy nie jestem w stanie się z pokoju ruszyc... chociaż imprezka kusi :P 
[16.09.07, 13:55] MasterOfDisaster :  co najwyżej na wspólne klepanie kodu :/ 
[16.09.07, 12:19] roolin :  są jacyś chętnie na impreze dzisiaj? u mnie? 
[16.09.07, 12:18] Paczesiowa :  mozemy ci jedna osobowosc zbanoiwac:> 
[16.09.07, 12:18] Paczesiowa :  :> 
[16.09.07, 11:18] Jachu :  ja też 
[16.09.07, 9:40] Jachu :  mam dziwne wrażenie, że cierpię na rozdwojenie jaźni 
[16.09.07, 0:56] Railman :  do czego sa zdolni fani mad maxa: [link] <http://www.redorbit.com/news/oddities/144604/mad_max_fans_arrested_for_recreation/index.html>  
[15.09.07, 23:50] roolin :  :/ 
[15.09.07, 23:40] Jachu :  Colin McRae nie żyje. [link] <http://www.autoklub.pl/17002,hotnews.html> 
[15.09.07, 22:43] Paczesiowa :  ja od roku jestem w permanentnej agonii 
[15.09.07, 22:38] czakey :  na ii to nie wiem, ale na fizyce raz tochę ponad 2 miesiące... ;) 
[15.09.07, 22:07] kshaczek :  ja chyba... poltora miesiaca, miesiac legalnie... 
[15.09.07, 22:06] lispozord :  Jak bardzo da się przedłużyć sesję? Ktoś zna jakiś rekord? 
[15.09.07, 21:43] kshaczek :  bardzo 
[15.09.07, 21:26] mkasz :  [link] <http://macieh.wordpress.com/2007/01/27/nioch-nioch-nioch/> stare? 
[15.09.07, 19:45] Vitarion :  Filip... Polska i demokracja?... mwahaha... Mamy narodowe antydyspozycje do tego. 
[15.09.07, 18:43] desp :  :D 
[15.09.07, 18:40] eth :  głowa mnie boli :wiosna 
[15.09.07, 16:09] roolin :  e tam doktorku 
[15.09.07, 13:03] Erotyczny :  e tam dowtorku 
[15.09.07, 9:19] yanoo :  też nie :] tyle, że ja mam deadline do wtorku, a Abraka się nie odzywa na maila :D 
[15.09.07, 0:34] Erotyczny :  no jeszcze nie a ty ? 
[14.09.07, 22:57] yanoo :  Ero, a ty oddałeś już może projekt z MO? :> 
[14.09.07, 20:59] qarol87 :  finrod: dzięki [browar] 
[14.09.07, 20:56] finrod :  @qarol87: pracownia jest wirtualna, nie ma żadnego znaczenia [oczywiście to do kogo się zapiszesz. Wpływ na ocenę jak najbardziej ma :) ] 
[14.09.07, 20:55] finrod :  @Paczesiowa: ja po ostatniej kampanii "reklamowej" PO (tej "zasady PiS") już na pewno zagłosuję na lewo i demokrację ;-) 
[14.09.07, 20:54] qarol87 :  hmm.. z analizy numerycznej najlepiej znaleźć się w grupie z pracowni i ćwiczeń u tego samego profesora, czy te formy zajęć się kompletnie różnią i obojętne z kim mam to lub to.. 
[14.09.07, 20:50] Paczesiowa :  co gorsza w po poza komorowskim i domniemanym planem gospodarczym nie ma juz fajnych politykow. ehh glosuje chyba na komuchow 
[14.09.07, 20:42] ponton :  noszkur, naprawdę chyba PiS wygra ;/ 
[14.09.07, 19:58] Paczesiowa :  glupia nelly!! 
[14.09.07, 18:28] Paczesiowa :  no i ktos shaxowal i wylaczyl dostep z wana 
[14.09.07, 18:20] Paczesiowa :  widac ze juz 19 bo zadnych klientow nie pokazuje router:D 
[14.09.07, 18:09] Freeman :  SPNJO używa edimaxów :) 
[14.09.07, 17:51] kshaczek :  o kuzwa! login jest w komunikacie powitalnym aaaa! :D 
[14.09.07, 17:50] kshaczek :  probowalem ale zamiast smiac się zalamalem się :> 
[14.09.07, 17:47] Asgaroth :  ROTFL :D :D 
[14.09.07, 16:53] dsk :  ROTFL :) 
[14.09.07, 16:32] lispozord :  Nie wiem, czy to już było, ale spróbujcie wejść na stronę SPNJO ;> 
[14.09.07, 15:42] Erotyczny :  Miło mi że mogłem pomóc :D 
[14.09.07, 15:11] d* :  (który był bardzo ciekawy i cieszę się, że dzięki Erotycznemu mogłem go przeczytać, bo "odnośniki" ignoruję) 
[14.09.07, 14:24] Erotyczny :  (tu był link bez opisu, identyczny z ostatnim linkiem z "odnośników") lol 
[14.09.07, 12:02] sahar :  [link] <http://www.polewka.pl/files.viewFile,6337,Ludwik-Dorn-i-Rihanna---Umbrella-szklo-kontaktowe.html> - to tez na pewno stare i niesmieszne 
[14.09.07, 8:54] sahar :  [link] <http://www.maxior.pl/?p=index&id=71378&8> - pewnie bylo, stare i niesmieszne. 
[14.09.07, 1:02] roolin :  fajnie też wygląda jak ktoś układa jedną ręką taką zwykła kostke :) 
[14.09.07, 0:29] Paczesiowa :  to jest przekroj robotow z legiem. 
[14.09.07, 0:23] d* :  To nie robot, to lego :> 
[13.09.07, 23:47] Paczesiowa :  a propos kostek rubika to robia je w rozmiarach az do 11x11 i oprocz tego sa zawody na ukladanie kostki na czas. kiedys widzialem filmik jak koles napierdzielal taka kostka 11x11. taki robot to by się spalil przy takiehj predkosci 
[13.09.07, 23:20] Mr_C :  [link] <http://pl.youtube.com/watch?v=sRTcHnjNd5E> kurcze, a ja byłem dumny jak kolejkę skleciłem 
[13.09.07, 22:45] kshaczek :  [twoj stary (browar)] 
[13.09.07, 21:43] szuliq :  [stary browar :D] 
[13.09.07, 21:35] Paczesiowa :  [i glupie] 
[13.09.07, 21:34] d* :  [STARE] 
[13.09.07, 21:31] ponton :  [link] <http://forum.pclab.pl/uploads/1189371833/gallery_91063_16_52297.jpg> lol 
[13.09.07, 19:19] cinu :  Taaaaak 
